Name,Platform,Year,Genre,Publisher,Global_Sales,Total_Regional_Sales,Sales_Diff
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,2.86,2.8600000000000003,-4.440892098500626e-16
WWE SmackDown! vs. Raw,PS2,2002.0,Fighting,THQ,2.83,2.8300000000000005,-4.440892098500626e-16
Finding Nemo,GBA,2003.0,Action,THQ,2.82,2.8200000000000003,-4.440892098500626e-16
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,2.78,2.7800000000000002,-4.440892098500626e-16
Pac-Man,2600,1982.0,Puzzle,Atari,7.81,7.8100000000000005,-8.881784197001252e-16
Grand Theft Auto: Liberty City Stories,PSP,2005.0,Action,Take-Two Interactive,7.72,7.720000000000001,-8.881784197001252e-16
Fallout 4,PS4,2015.0,Role-Playing,Bethesda Softworks,6.96,6.960000000000001,-8.881784197001252e-16
Mario Kart: Double Dash!!,GC,2003.0,Racing,Nintendo,6.95,6.950000000000001,-8.881784197001252e-16
Zumba Fitness,Wii,2010.0,Sports,505 Games,6.81,6.8100000000000005,-8.881784197001252e-16
Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,6.72,6.720000000000001,-8.881784197001252e-16
Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,6.6,6.6000000000000005,-8.881784197001252e-16
Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,6.43,6.430000000000001,-8.881784197001252e-16
Cooking Mama,DS,2006.0,Simulation,505 Games,5.72,5.720000000000001,-8.881784197001252e-16
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,4.02,4.0200000000000005,-8.881784197001252e-16
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,4.1,4.1000000000000005,-8.881784197001252e-16
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,4.22,4.220000000000001,-8.881784197001252e-16
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,5.02,5.0200000000000005,-8.881784197001252e-16
Resident Evil,PS,1996.0,Action,Virgin Interactive,5.05,5.050000000000001,-8.881784197001252e-16
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,4.68,4.680000000000001,-8.881784197001252e-16
Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,5.14,5.140000000000001,-8.881784197001252e-16
Pokemon Pinball,GB,1999.0,Misc,Nintendo,5.31,5.3100000000000005,-8.881784197001252e-16
Dr. Mario,GB,1989.0,Puzzle,Nintendo,5.34,5.340000000000001,-8.881784197001252e-16
Tetris,NES,1988.0,Puzzle,Nintendo,5.58,5.580000000000001,-8.881784197001252e-16
Call of Duty: Black Ops,PS3,2010.0,Shooter,Activision,12.73,12.730000000000002,-1.7763568394002505e-15
Grand Theft Auto III,PS2,2001.0,Action,Take-Two Interactive,13.1,13.100000000000001,-1.7763568394002505e-15
Call of Duty: Modern Warfare 2,PS3,2009.0,Shooter,Activision,10.69,10.690000000000001,-1.7763568394002505e-15
Mario Kart 64,N64,1996.0,Racing,Nintendo,9.87,9.870000000000001,-1.7763568394002505e-15
Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,16.38,16.380000000000003,-3.552713678800501e-15
Brain Age: Train Your Brain in Minutes a Day,DS,2005.0,Misc,Nintendo,20.22,20.220000000000002,-3.552713678800501e-15
Grand Theft Auto: San Andreas,PS2,2004.0,Action,Take-Two Interactive,20.81,20.810000000000002,-3.552713678800501e-15
Grand Theft Auto: Vice City,PS2,2002.0,Action,Take-Two Interactive,16.15,16.150000000000002,-3.552713678800501e-15
Wii Sports,Wii,2006.0,Sports,Nintendo,82.74,82.74000000000001,-1.4210854715202004e-14
Grand Theft Auto IV,PS3,2008.0,Action,Take-Two Interactive,10.57,10.579999999999998,-0.00999999999999801
Mario Kart DS,DS,2005.0,Racing,Nintendo,23.42,23.43,-0.00999999999999801
Grand Theft Auto V,PS4,2014.0,Action,Take-Two Interactive,11.98,11.989999999999998,-0.00999999999999801
Call of Duty: Modern Warfare 3,PS3,2011.0,Shooter,Activision,13.46,13.469999999999999,-0.00999999999999801
Call of Duty: World at War,X360,2008.0,Shooter,Activision,7.37,7.379999999999999,-0.009999999999998899
Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,5.36,5.369999999999999,-0.009999999999998899
Mario Party 4,GC,2002.0,Misc,Nintendo,2.47,2.4799999999999995,-0.009999999999999343
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,2.54,2.5499999999999994,-0.009999999999999343
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,3.64,3.6499999999999995,-0.009999999999999343
BioShock,X360,2007.0,Shooter,Take-Two Interactive,2.83,2.84,-0.009999999999999787
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,2.56,2.57,-0.009999999999999787
Scooby Doo and the Cyber Chase,PS,2001.0,Adventure,THQ,1.94,1.9499999999999997,-0.009999999999999787
Zumba Fitness,X360,2010.0,Sports,505 Games,2.39,2.4,-0.009999999999999787
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,1.67,1.6799999999999997,-0.009999999999999787
High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,1.87,1.88,-0.009999999999999787
Tetris Plus,PS,1996.0,Puzzle,JVC,2.4,2.4099999999999997,-0.009999999999999787
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,2.41,2.42,-0.009999999999999787
Riven: The Sequel to Myst,PC,1997.0,Adventure,Red Orb,2.43,2.44,-0.009999999999999787
The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,2.43,2.44,-0.009999999999999787
Mario Party 2,N64,1999.0,Misc,Nintendo,2.5,2.51,-0.009999999999999787
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,3.0,3.01,-0.009999999999999787
PES 2009: Pro Evolution Soccer,PS2,2008.0,Sports,Konami Digital Entertainment,2.5,2.51,-0.009999999999999787
Style Savvy,DS,2008.0,Simulation,Nintendo,2.61,2.6199999999999997,-0.009999999999999787
Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,1.12,1.13,-0.009999999999999787
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.62,2.63,-0.009999999999999787
Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,1.1,1.1099999999999999,-0.009999999999999787
Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,2.65,2.6599999999999997,-0.009999999999999787
Pokémon Stadium 2,N64,2000.0,Strategy,Nintendo,2.73,2.7399999999999998,-0.009999999999999787
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,3.0,3.01,-0.009999999999999787
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,2.99,3.0,-0.009999999999999787
MySims Kingdom,Wii,2008.0,Simulation,Electronic Arts,1.53,1.5399999999999998,-0.009999999999999787
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,2.84,2.8499999999999996,-0.009999999999999787
Assassin's Creed IV: Black Flag,PS4,2013.0,Action,Ubisoft,2.74,2.75,-0.009999999999999787
Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,2.77,2.78,-0.009999999999999787
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,2.79,2.8,-0.009999999999999787
Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,2.79,2.8,-0.009999999999999787
NBA Jam Tournament Edition,GEN,1994.0,Sports,Acclaim Entertainment,1.11,1.1199999999999999,-0.009999999999999787
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,3.12,3.13,-0.009999999999999787
Petz Dogz 2,DS,2007.0,Simulation,Ubisoft,1.1,1.1099999999999999,-0.009999999999999787
The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,1.74,1.7499999999999998,-0.009999999999999787
Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,THQ,2.1,2.11,-0.009999999999999787
Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,2.12,2.13,-0.009999999999999787
Aliens vs Predator,PS3,2010.0,Shooter,Sega,1.05,1.0599999999999998,-0.009999999999999787
NBA Street V3,PS2,2005.0,Sports,Electronic Arts,1.06,1.0699999999999998,-0.009999999999999787
Freekstyle,PS2,2002.0,Racing,Electronic Arts,1.06,1.0699999999999998,-0.009999999999999787
Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,1.08,1.0899999999999999,-0.009999999999999787
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,2.08,2.09,-0.009999999999999787
Tetris Worlds,PS2,2002.0,Puzzle,THQ,2.08,2.09,-0.009999999999999787
BioShock 2,PS3,2010.0,Shooter,Take-Two Interactive,1.55,1.5599999999999998,-0.009999999999999787
Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,2.08,2.09,-0.009999999999999787
1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,2.03,2.0399999999999996,-0.009999999999999787
Test Drive,PS2,2002.0,Racing,Atari,1.34,1.3499999999999999,-0.009999999999999787
Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.22,2.23,-0.009999999999999787
LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,1.32,1.3299999999999998,-0.009999999999999787
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,Activision,2.23,2.2399999999999998,-0.009999999999999787
Sonic Advance,GBA,2001.0,Platform,Sega,2.24,2.25,-0.009999999999999787
Minecraft,PSV,2014.0,Misc,Sony Computer Entertainment Europe,2.25,2.26,-0.009999999999999787
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,2.31,2.32,-0.009999999999999787
Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,2.37,2.38,-0.009999999999999787
The Incredibles,PS2,2004.0,Action,THQ,2.37,2.38,-0.009999999999999787
Burnout Paradise,X360,2008.0,Racing,Electronic Arts,1.36,1.3699999999999999,-0.009999999999999787
Prince of Persia,PS3,2008.0,Action,Ubisoft,1.08,1.0899999999999999,-0.009999999999999787
NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,1.36,1.3699999999999999,-0.009999999999999787
Sonic Colors,DS,2010.0,Platform,Sega,1.37,1.38,-0.009999999999999787
007: The World is not Enough,N64,2000.0,Action,Electronic Arts,1.55,1.5599999999999998,-0.009999999999999787
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.37,2.38,-0.009999999999999787
Monopoly,PC,1994.0,Misc,Hasbro Interactive,2.39,2.4,-0.009999999999999787
NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.8,1.8099999999999998,-0.009999999999999787
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,3.08,3.09,-0.009999999999999787
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,3.02,3.03,-0.009999999999999787
Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,1.32,1.3299999999999998,-0.009999999999999787
Hulk,PS2,2003.0,Action,Universal Interactive,1.06,1.0699999999999998,-0.009999999999999787
Call of Duty: Advanced Warfare,PS4,2014.0,Shooter,Activision,7.6,7.609999999999999,-0.009999999999999787
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,5.13,5.14,-0.009999999999999787
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,5.19,5.2,-0.009999999999999787
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,3.42,3.4299999999999997,-0.009999999999999787
Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,5.3,5.31,-0.009999999999999787
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,5.5,5.51,-0.009999999999999787
Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,5.51,5.52,-0.009999999999999787
Destiny,PS4,2014.0,Shooter,Activision,5.65,5.66,-0.009999999999999787
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,5.84,5.85,-0.009999999999999787
FIFA 15,PS4,2014.0,Sports,Electronic Arts,6.59,6.6,-0.009999999999999787
Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,6.76,6.77,-0.009999999999999787
Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,6.83,6.84,-0.009999999999999787
The Legend of Zelda: Twilight Princess,Wii,2006.0,Action,Nintendo,7.31,7.319999999999999,-0.009999999999999787
Super Mario Galaxy 2,Wii,2010.0,Platform,Nintendo,7.69,7.7,-0.009999999999999787
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,5.08,5.09,-0.009999999999999787
FIFA Soccer 13,PS3,2012.0,Action,Electronic Arts,8.24,8.25,-0.009999999999999787
Pokemon Black 2/Pokemon White 2,DS,2012.0,Role-Playing,Nintendo,8.33,8.34,-0.009999999999999787
Super Mario Kart,SNES,1992.0,Racing,Nintendo,8.76,8.77,-0.009999999999999787
Just Dance 3,Wii,2011.0,Misc,Ubisoft,10.26,10.27,-0.009999999999999787
Grand Theft Auto IV,X360,2008.0,Action,Take-Two Interactive,11.02,11.03,-0.009999999999999787
Super Mario 64,N64,1996.0,Platform,Nintendo,11.89,11.9,-0.009999999999999787
Call of Duty: Modern Warfare 2,X360,2009.0,Shooter,Activision,13.51,13.52,-0.009999999999999787
Guitar Hero: On Tour Decades,DS,2008.0,Misc,Activision,1.58,1.5899999999999999,-0.009999999999999787
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,1.25,1.2599999999999998,-0.009999999999999787
Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,1.24,1.2499999999999998,-0.009999999999999787
Just Cause 2,X360,2010.0,Action,Square Enix,1.62,1.63,-0.009999999999999787
Final Fantasy XIV: A Realm Reborn,PC,2010.0,Role-Playing,Square Enix,1.5,1.5099999999999998,-0.009999999999999787
Resident Evil 5,PS3,2009.0,Action,Capcom,5.11,5.12,-0.009999999999999787
Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,5.2,5.21,-0.009999999999999787
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,4.98,4.99,-0.009999999999999787
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,4.2,4.21,-0.009999999999999787
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,3.52,3.53,-0.009999999999999787
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,3.52,3.53,-0.009999999999999787
Luigi's Mansion,GC,2001.0,Action,Nintendo,3.6,3.61,-0.009999999999999787
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,3.61,3.6199999999999997,-0.009999999999999787
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,3.64,3.65,-0.009999999999999787
Super Paper Mario,Wii,2007.0,Platform,Nintendo,3.76,3.7699999999999996,-0.009999999999999787
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,3.78,3.7899999999999996,-0.009999999999999787
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,3.83,3.84,-0.009999999999999787
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,3.87,3.88,-0.009999999999999787
Diddy Kong Racing,N64,1997.0,Racing,Nintendo,4.88,4.89,-0.009999999999999787
Star Fox 64,N64,1997.0,Shooter,Nintendo,4.03,4.04,-0.009999999999999787
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,4.06,4.069999999999999,-0.009999999999999787
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,3.89,3.9,-0.009999999999999787
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,4.2,4.21,-0.009999999999999787
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,4.64,4.6499999999999995,-0.009999999999999787
FIFA 17,PS4,2016.0,Sports,Electronic Arts,4.77,4.779999999999999,-0.009999999999999787
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,4.24,4.25,-0.009999999999999787
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,4.41,4.42,-0.009999999999999787
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,4.7,4.71,-0.009999999999999787
Nintendo Land,WiiU,2012.0,Misc,Nintendo,4.44,4.45,-0.009999999999999787
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,4.21,4.22,-0.009999999999999787
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,4.53,4.54,-0.009999999999999787
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,4.6,4.609999999999999,-0.009999999999999787
Mega Man 8 Anniversary Collector's Edition,PS,1996.0,Platform,Capcom,0.88,0.8899999999999999,-0.009999999999999898
Madden NFL 08,Wii,2007.0,Sports,Electronic Arts,0.89,0.8999999999999999,-0.009999999999999898
Cars,GC,2006.0,Racing,THQ,0.93,0.94,-0.009999999999999898
Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.55,0.5599999999999999,-0.009999999999999898
Killzone: Liberation,PSP,2006.0,Shooter,Sony Computer Entertainment,0.89,0.8999999999999999,-0.009999999999999898
Ghostbusters: The Video Game,Wii,2009.0,Action,Atari,0.88,0.8899999999999999,-0.009999999999999898
AMF Bowling Pinbusters!,Wii,2007.0,Sports,Bethesda Softworks,0.91,0.9199999999999999,-0.009999999999999898
Tokyo Xtreme Racer 3,PS2,2003.0,Racing,Genki,0.91,0.9199999999999999,-0.009999999999999898
Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,0.91,0.9199999999999999,-0.009999999999999898
Gold's Gym: Dance Workout,Wii,2010.0,Sports,Ubisoft,0.87,0.8799999999999999,-0.009999999999999898
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.77,0.7799999999999999,-0.009999999999999898
Rock Band 3,X360,2010.0,Misc,MTV Games,0.88,0.8899999999999999,-0.009999999999999898
Tom Clancy's EndWar,X360,2008.0,Strategy,Ubisoft,0.91,0.9199999999999999,-0.009999999999999898
Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,0.54,0.5499999999999999,-0.009999999999999898
Wii Fit U,WiiU,2013.0,Sports,Nintendo,0.89,0.8999999999999999,-0.009999999999999898
Band Hero,PS3,2009.0,Misc,Activision,0.75,0.7599999999999999,-0.009999999999999898
Need for Speed (2015),XOne,2015.0,Racing,Electronic Arts,0.68,0.69,-0.009999999999999898
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.8,0.8099999999999999,-0.009999999999999898
Buzz! Quiz World,PS3,2009.0,Misc,Sony Computer Entertainment,0.93,0.94,-0.009999999999999898
Street Fighter Alpha 2,PS,1996.0,Fighting,Virgin Interactive,0.85,0.8599999999999999,-0.009999999999999898
The Godfather II,X360,2009.0,Action,Electronic Arts,0.79,0.7999999999999999,-0.009999999999999898
pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.79,0.7999999999999999,-0.009999999999999898
Fire Emblem: The Sacred Stones,GBA,2004.0,Strategy,Nintendo,0.89,0.8999999999999999,-0.009999999999999898
Red Steel 2,Wii,2010.0,Shooter,Ubisoft,0.63,0.6399999999999999,-0.009999999999999898
Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.76,0.7699999999999999,-0.009999999999999898
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010.0,Adventure,Disney Interactive Studios,0.67,0.6799999999999999,-0.009999999999999898
Armored Core 3,PS2,2002.0,Simulation,Metro 3D,0.67,0.6799999999999999,-0.009999999999999898
The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.66,0.6699999999999999,-0.009999999999999898
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.87,0.8799999999999999,-0.009999999999999898
NHL 10,X360,2009.0,Sports,Electronic Arts,0.66,0.6699999999999999,-0.009999999999999898
Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.93,0.94,-0.009999999999999898
Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,Ubisoft,0.76,0.7699999999999999,-0.009999999999999898
Shark Tale,PS2,2004.0,Action,Activision,0.75,0.7599999999999999,-0.009999999999999898
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,Disney Interactive Studios,0.65,0.6599999999999999,-0.009999999999999898
Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.99,0.9999999999999999,-0.009999999999999898
Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.99,0.9999999999999999,-0.009999999999999898
Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.99,0.9999999999999999,-0.009999999999999898
Rayman Origins,X360,2011.0,Platform,Ubisoft,0.79,0.7999999999999999,-0.009999999999999898
Dead or Alive 5,PS4,2015.0,Fighting,Tecmo Koei,0.33,0.33999999999999997,-0.009999999999999953
FlatOut,PS2,2004.0,Racing,Empire Interactive,0.38,0.38999999999999996,-0.009999999999999953
NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.33,0.33999999999999997,-0.009999999999999953
Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.38,0.38999999999999996,-0.009999999999999953
GT Advance Championship Racing,GBA,2001.0,Racing,THQ,0.33,0.33999999999999997,-0.009999999999999953
Headhunter,PS2,2002.0,Action,Sega,0.38,0.38999999999999996,-0.009999999999999953
Madden NFL 13,PSV,2012.0,Sports,Electronic Arts,0.32,0.32999999999999996,-0.009999999999999953
Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.46,0.47,-0.009999999999999953
Shrek SuperSlam,GBA,2005.0,Action,Activision,0.33,0.33999999999999997,-0.009999999999999953
Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.47,0.4799999999999999,-0.009999999999999953
Despicable Me: The Game,Wii,2010.0,Platform,D3Publisher,0.33,0.33999999999999997,-0.009999999999999953
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.33,0.33999999999999997,-0.009999999999999953
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.33,0.33999999999999997,-0.009999999999999953
DiRT 2,PSP,2009.0,Racing,Sony Computer Entertainment,0.33,0.33999999999999997,-0.009999999999999953
NFL GameDay 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.38,0.38999999999999996,-0.009999999999999953
NBA 2K10,PSP,2009.0,Sports,Take-Two Interactive,0.32,0.32999999999999996,-0.009999999999999953
Evil Dead: Fistfull of Boomstick,PS2,2003.0,Action,THQ,0.38,0.38999999999999996,-0.009999999999999953
Wheel of Fortune,DS,2010.0,Misc,THQ,0.43,0.43999999999999995,-0.009999999999999953
MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.34,0.35,-0.009999999999999953
Risk / Battleship / Clue,GBA,2005.0,Misc,Zoo Digital Publishing,0.34,0.35,-0.009999999999999953
The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.34,0.35,-0.009999999999999953
Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.34,0.35,-0.009999999999999953
Skylanders: Trap Team,XOne,2014.0,Action,Activision,0.34,0.35,-0.009999999999999953
Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.45,0.45999999999999996,-0.009999999999999953
F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.45,0.45999999999999996,-0.009999999999999953
Driver 2 Advance,GBA,2002.0,Action,Atari,0.34,0.35,-0.009999999999999953
Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.45,0.45999999999999996,-0.009999999999999953
MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.34,0.35,-0.009999999999999953
The Fairly Odd Parents: Shadow Showdown,GBA,2004.0,Platform,THQ,0.34,0.35,-0.009999999999999953
TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.44,0.44999999999999996,-0.009999999999999953
Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.34,0.35,-0.009999999999999953
LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.34,0.35,-0.009999999999999953
Bee Movie Game,Wii,2007.0,Action,Activision,0.34,0.35,-0.009999999999999953
My Baby Boy,DS,2008.0,Simulation,Nobilis,0.34,0.35,-0.009999999999999953
Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.33,0.33999999999999997,-0.009999999999999953
Pandora's Tower,Wii,2011.0,Role-Playing,Nintendo,0.33,0.33999999999999997,-0.009999999999999953
Binary Domain,PS3,2012.0,Action,Sega,0.33,0.33999999999999997,-0.009999999999999953
Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.33,0.33999999999999997,-0.009999999999999953
Chocobo Racing,PS,1999.0,Racing,SquareSoft,0.44,0.44999999999999996,-0.009999999999999953
Red Faction: Armageddon,X360,2011.0,Shooter,THQ,0.39,0.39999999999999997,-0.009999999999999953
The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.44,0.44999999999999996,-0.009999999999999953
Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.33,0.33999999999999997,-0.009999999999999953
Metal Gear Solid: The Legacy Collection,PS3,2013.0,Adventure,Konami Digital Entertainment,0.39,0.39999999999999997,-0.009999999999999953
Imagine: Salon Stylist,DS,2009.0,Simulation,Ubisoft,0.38,0.38999999999999996,-0.009999999999999953
Looney Tunes: Acme Arsenal,PS2,2007.0,Action,Warner Bros. Interactive Entertainment,0.38,0.38999999999999996,-0.009999999999999953
"Warhammer 40,000: Space Marine",PS3,2011.0,Shooter,THQ,0.46,0.47,-0.009999999999999953
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.39,0.39999999999999997,-0.009999999999999953
Country Dance 2,Wii,2011.0,Misc,GameMill Entertainment,0.46,0.47,-0.009999999999999953
Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.33,0.33999999999999997,-0.009999999999999953
NCAA Football 11,PS2,2010.0,Sports,Electronic Arts,0.38,0.38999999999999996,-0.009999999999999953
Nicktoons: Freeze Frame Frenzy,GBA,2004.0,Action,THQ,0.4,0.41,-0.009999999999999953
The Incredibles: Rise of the Underminer,GBA,2005.0,Action,THQ,0.4,0.41,-0.009999999999999953
Viewtiful Joe,PS2,2004.0,Action,Capcom,0.28,0.29,-0.009999999999999953
Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.42,0.42999999999999994,-0.009999999999999953
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,Atari,0.49,0.49999999999999994,-0.009999999999999953
MX SuperFly featuring Ricky Carmichael,PS2,2002.0,Racing,THQ,0.28,0.29,-0.009999999999999953
Dora The Explorer: Dora Saves the Snow Princess,PS2,2008.0,Platform,Take-Two Interactive,0.38,0.38999999999999996,-0.009999999999999953
EA Sports UFC 2,XOne,2016.0,Sports,Electronic Arts,0.4,0.41,-0.009999999999999953
Silent Scope,PS2,2000.0,Shooter,Konami Digital Entertainment,0.38,0.38999999999999996,-0.009999999999999953
Rocket Power: Dream Scheme,GBA,2001.0,Action,THQ,0.4,0.41,-0.009999999999999953
Madagascar,DS,2005.0,Platform,Activision,0.31,0.31999999999999995,-0.009999999999999953
Jackass the Game,PS2,2007.0,Action,Empire Interactive,0.28,0.29,-0.009999999999999953
